zone,groupe,roche,AlphaZone,AlphaGroupe,AlphaRoche,AlphaDescriptRoche,AlphaLabel,nature,type,longueur,largeur,epaisseur,orientation,nom,num Chippendale,nom Bicknell,Notes,LabelSect,X_L2e,Y_L2e,Z,Géographie,Plan,Image
19,1,15@b,XIX,I,15 ?,15beta,ZXIX.GI.R 15 ?,S,B,,,,,,,,,Fo,1010143.959,1910967.763,2390,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR15@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,15@a,XIX,I,15 ?,15alpha,ZXIX.GI.R 15 ?,S,B,,,,,,,,,Fo,1010133.84,1910958.908,2390,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR15@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,12@b,XIX,I,12 ?,12beta,ZXIX.GI.R 12 ?,S,B,,,,,,,,,Fo,1010156.82,1911016.464,2386.52,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,12@a,XIX,I,12 ?,12alpha,ZXIX.GI.R 12 ?,S,B,,,,,,,,,Fo,1010153.236,1911015.41,2387.01,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR12@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,13@a,XIX,I,13 ?,13alpha,ZXIX.GI.R 13 ?,S,B,,,,,,,,,Fo,1010149.23,1911005.041,2388.51,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR13@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,13@b,XIX,I,13 ?,13beta,ZXIX.GI.R 13 ?,S,B,,,,,,,,,Fo,1010131.521,1911009.928,2390,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,14@a,XIX,I,14 ?,14alpha,ZXIX.GI.R 14 ?,S,B,,,,,,,,,Fo,1010101.794,1911022.578,2401.35,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,16@a,XIX,I,16 ?,16alpha,ZXIX.GI.R 16 ?,S,PB,,,,,Roche de l'Ancre,7.02,,,Fo,1010030.895,1911004.656,2430.27,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR16@a.jpg,D:\Base de donnees\Images\Photos Roches\ZXIX\ZXIXGI\ZXIXGIR16@a\P7090184.JPG
19,1,17@a,XIX,I,17 ?,17alpha,ZXIX.GI.R 17 ?,S,B,,,,,,,,,Fo,1009997.373,1910992.85,2443.01,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR17@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,14@b,XIX,I,14 ?,14beta,ZXIX.GI.R 14 ?,S,B,,,,,,,,,Fo,1010099.623,1910979.358,2390,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR14@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,18@a,XIX,I,18 ?,18alpha,ZXIX.GI.R 18 ?,S,D,,,,,Roche des quatre spirales,7.09,,,Fo,1009974.752,1911002.969,2460.47,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR18@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
19,1,18@b,XIX,I,18 ?,18beta,ZXIX.GI.R 18 ?,S,B,,,,,,,,,Fo,1009971.589,1911008.029,2464.09,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR18@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,18@d,XIX,I,18 ?,18delta,ZXIX.GI.R 18 ?,S,B,,,,,,,,,Fo,1009979.39,1911008.873,2461.63,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR18@d.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,18@c,XIX,I,18 ?,18gamma,ZXIX.GI.R 18 ?,S,B,,,,,,,,,Fo,1009977.914,1911016.041,2466.22,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR18@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,19@a,XIX,I,19 ?,19alpha,ZXIX.GI.R 19 ?,S,B,,,,,,,,,Fo,1009935.427,1911033.78,2473.69,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR19@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,20@a,XIX,I,20 ?,20alpha,ZXIX.GI.R 20 ?,S,B,,,,,,,,,Fo,1009933.107,1911036.521,2474.49,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR20@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,21@a,XIX,I,21 ?,21alpha,ZXIX.GI.R 21 ?,S,B,,,,,,,,,Fo,1009933.318,1911039.051,2475.74,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR21@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,24@a,XIX,I,24 ?,24alpha,ZXIX.GI.R 24 ?,S,B,,,,,,,,,Fo,1009895.897,1911028.759,2483.31,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR24@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,23@a,XIX,I,23 ?,23alpha,ZXIX.GI.R 23 ?,S,B,,,,,,7.07,,,Fo,1009888.729,1911036.559,2486.8,5,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR23@a-fig1.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,36@c,XIX,I,36 ?,36gamma,ZXIX.GI.R 36 ?,S,B,,,,,,,,,Fo,1009892.945,1911010.206,2481.5,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR36@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,36@d,XIX,I,36 ?,36delta,ZXIX.GI.R 36 ?,S,B,,,,,,,,,Fo,1009907.914,1911009.152,2477.43,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR36@d.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,31@a,XIX,I,31 ?,31alpha,ZXIX.GI.R 31 ?,S,D,,,,,,,,,Fo,1009839.764,1910990.885,2490,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,36@b,XIX,I,36 ?,36beta,ZXIX.GI.R 36 ?,S,B,,,,,,,,,Fo,1009897.846,1910967.487,2477.91,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR36@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,36@a,XIX,I,36 ?,36alpha,ZXIX.GI.R 36 ?,S,B,,,,,,,,,Fo,1009899.954,1910944.296,2474.5,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR36@a-fig1.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,33@a,XIX,I,33 ?,33alpha,ZXIX.GI.R 33 ?,S,P,,,,,,,,,Fo,1009845.558,1910968.57,2489.48,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR33@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,33@b,XIX,I,33 ?,33beta,ZXIX.GI.R 33 ?,S,B,,,,,,,,,Fo,1009829.597,1910974.723,2492.15,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR33@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,35@a,XIX,I,35 ?,35alpha,ZXIX.GI.R 35 ?,S,P,,,,,,,,,Fo,1009856.8,1910940.438,2486.11,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR35@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,34@a,XIX,I,34 ?,34alpha,ZXIX.GI.R 34 ?,S,B,,,,,,,,,Fo,1009846.47,1910937.698,2488.79,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR34@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,37@b,XIX,I,37 ?,37beta,ZXIX.GI.R 37 ?,S,B,,,,,,,,,Fo,1009863.406,1910923.088,2484.07,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR37@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,37@a,XIX,I,37 ?,37alpha,ZXIX.GI.R 37 ?,S,B,,,,,,,,,Fo,1009860.244,1910918.45,2484.97,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR37@a-fa.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,39@a,XIX,I,39 ?,39alpha,ZXIX.GI.R 39 ?,S,B,,,,,,,,,Fo,1009881.683,1910900.171,2479.05,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR39@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,40@a,XIX,I,40 ?,40alpha,ZXIX.GI.R 40 ?,S,D,,,,,,,,,Fo,1009891.381,1910883.199,2475.75,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR40@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,38@a,XIX,I,38 ?,38alpha,ZXIX.GI.R 38 ?,S,A,,,,,,,,,Fo,1009873.039,1910886.151,2480.3,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR38@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,42@a,XIX,I,42 ?,42alpha,ZXIX.GI.R 42 ?,S,B,,,,,,,,,Fo,1009857.438,1910889.313,2483.92,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR42@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,44@a,XIX,I,44 ?,44alpha,ZXIX.GI.R 44 ?,S,P,,,,,,,,,Fo,1009833.614,1910870.128,2489.67,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR44@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,45@a,XIX,I,45 ?,45alpha,ZXIX.GI.R 45 ?,S,D,,,,,,,,,Fo,1009830.873,1910908.287,2494.1,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR45@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,47@a,XIX,I,47 ?,47alpha,ZXIX.GI.R 47 ?,S,B,,,,,,,,,Fo,1009738.351,1910926.329,2540,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR47@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,46@a,XIX,I,46 ?,46alpha,ZXIX.GI.R 46 ?,S,B,,,,,,,,,Fo,1009734.977,1910934.762,2540,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR46@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,48@a,XIX,I,48 ?,48alpha,ZXIX.GI.R 48 ?,S,D,,,,,,,,,Fo,1009794.12,1910938.182,2509.84,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR48@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,29@a,XIX,I,29 ?,29alpha,ZXIX.GI.R 29 ?,S,B,,,,,,,,,Fo,1009826.456,1911001.076,2495.04,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR29@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,30@a,XIX,I,30 ?,30alpha,ZXIX.GI.R 30 ?,S,B,,,,,,,,,Fo,1009823.686,1911003.76,2496.2,5,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR30@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,25@a,XIX,I,25 ?,25alpha,ZXIX.GI.R 25 ?,S,B,,,,,,7.03,,,Fo,1009819.633,1911013.66,2498.09,5,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR25@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,28@a,XIX,I,28 ?,28alpha,ZXIX.GI.R 28 ?,S,B,,,,,,,,,Fo,1009814.62,1910999.966,2499.04,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR28@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,49@a,XIX,I,49 ?,49alpha,ZXIX.GI.R 49 ?,S,B,,,,,,,,,Fo,1009785.687,1910981.19,2505.98,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,26@a,XIX,I,26 ?,26alpha,ZXIX.GI.R 26 ?,S,B,,,,,Rocher Napoléon,7.06,Rocher Napoléon,,Fo,1009807.402,1911022.301,2503.09,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR26@a-fig 1-8.jpg,D:\Base de donnees\Images\Photos Roches\ZXIX\ZXIXGI\ZXIXGIR26@a\P9120055.JPG
19,1,27@a,XIX,I,27 ?,27alpha,ZXIX.GI.R 27 ?,S,B,,,,,,,,,Fo,1009801.709,1911022.09,2505.1,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR27@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,1,63@a,XIX,I,63 ?,63alpha,ZXIX.GI.R 63 ?,S,A,,,,,,,,,Fo,1009666.881,1911001.7,2560,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,63@b,XIX,I,63 ?,63beta,ZXIX.GI.R 63 ?,S,B,,,,,,,,,Fo,1009641.16,1911012.663,2560,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,62@a,XIX,I,62 ?,62alpha,ZXIX.GI.R 62 ?,S,B,,,,,,,,,Fo,1009566.317,1911002.754,2570.53,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,56@d,XIX,I,56 ?,56delta,ZXIX.GI.R 56 ?,S,B,,,,,,,,,Fo,1009595.557,1910930.562,2558.7,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,1,54@a,XIX,I,54 ?,54alpha,ZXIX.GI.R 54 ?,S,B,,,,,,,,,Fo,1009617.062,1910893.667,2553.53,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGI\ZXIXGIR54@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,7@b,XIX,II,7 ?,7beta,ZXIX.GII.R 7 ?,S,None,,,,,,,,,Fo,1009827.22,1911171.838,2530,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR7@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,39@a,XIX,II,39 ?,39alpha,ZXIX.GII.R 39 ?,S,None,,,,,,,,,Fo,1009913.165,1911166.293,2530,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,2,39@b,XIX,II,39 ?,39beta,ZXIX.GII.R 39 ?,S,None,,,,,,,,,Fo,1009922.779,1911167.288,2530,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,2,39@c,XIX,II,39 ?,39gamma,ZXIX.GII.R 39 ?,S,None,,,,,,,,,Fo,1009927.088,1911169.277,2530,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR39@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,38@a,XIX,II,38 ?,38alpha,ZXIX.GII.R 38 ?,S,None,,,,,,,,,Fo,1009910.182,1911195.133,2530,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR38@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,8@d,XIX,II,8 ?,8delta,ZXIX.GII.R 8 ?,S,None,,,,,,,,,Fo,1009955.265,1911196.79,2530,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,2,7@c,XIX,II,7 ?,7gamma,ZXIX.GII.R 7 ?,S,None,,,,,,,,,Fo,1009817.276,1911185.761,2531,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR7@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,37@a,XIX,II,37 ?,37alpha,ZXIX.GII.R 37 ?,S,None,,,,,,,,,Fo,1009947.641,1911209.387,2530,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR37@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,8@b,XIX,II,8 ?,8beta,ZXIX.GII.R 8 ?,S,None,,,,,,,,,Fo,1010030.597,1911204.824,2510,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR8@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,8@a,XIX,II,8 ?,8alpha,ZXIX.GII.R 8 ?,S,None,,,,,,,,,Fo,1010058.836,1911204.951,2504.25,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR8@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,10@b,XIX,II,10 ?,10beta,ZXIX.GII.R 10 ?,S,None,,,,,,,,,Fo,1010068.117,1911203.294,2501.87,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR10@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,9@a,XIX,II,9 ?,9alpha,ZXIX.GII.R 9 ?,S,None,,,,,,,,,Fo,1010065.35,1911208.668,2502.31,2,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR9@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,10@a,XIX,II,10 ?,10alpha,ZXIX.GII.R 10 ?,S,None,,,,,,,,,Fo,1010070.769,1911200.31,2501.49,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR10@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,11@a,XIX,II,11 ?,11alpha,ZXIX.GII.R 11 ?,S,None,,,,,,,,,Fo,1010076.736,1911194.012,2499.6,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR11@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,12@a,XIX,II,12 ?,12alpha,ZXIX.GII.R 12 ?,S,None,,,,,,,,,Fo,1010086.681,1911197.99,2497.41,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR12@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,12@b,XIX,II,12 ?,12beta,ZXIX.GII.R 12 ?,S,None,,,,,,,,,Fo,1010085.023,1911181.746,2495.61,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR12@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,16@c,XIX,II,16 ?,16gamma,ZXIX.GII.R 16 ?,S,None,,,,,,,,,Fo,1010030.597,1911158.083,2501.59,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR16@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,16@a,XIX,II,16 ?,16alpha,ZXIX.GII.R 16 ?,S,None,,,,,,,,,Fo,1010042.862,1911162.393,2501.24,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR16@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,16@b,XIX,II,16 ?,16beta,ZXIX.GII.R 16 ?,S,None,,,,,,,,,Fo,1010052.144,1911164.381,2500.11,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR16@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,15@a,XIX,II,15 ?,15alpha,ZXIX.GII.R 15 ?,S,None,,,,,,,,,Fo,1010073.691,1911163.387,2495.47,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR15@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,14@a,XIX,II,14 ?,14alpha,ZXIX.GII.R 14 ?,S,None,,,,,,,,,Fo,1010096.232,1911142.834,2485.91,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR14@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,13@b,XIX,II,13 ?,13beta,ZXIX.GII.R 13 ?,S,None,,,,,,,,,Fo,1010099.547,1911151.453,2486.94,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR13@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,13@a,XIX,II,13 ?,13alpha,ZXIX.GII.R 13 ?,S,None,,,,,,,,,Fo,1010102.531,1911155.763,2487.99,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR13@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,17@a,XIX,II,17 ?,17alpha,ZXIX.GII.R 17 ?,S,None,,,,,,,,,Fo,1010127.724,1911142.834,2478.29,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR17@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,17@b,XIX,II,17 ?,17beta,ZXIX.GII.R 17 ?,S,None,,,,,,,,,Fo,1010144.962,1911136.205,2472.58,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR17@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,19@c,XIX,II,19 ?,19gamma,ZXIX.GII.R 19 ?,S,None,,,,,,,,,Fo,1010165.846,1911137.862,2468.66,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR19@c.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,19@a,XIX,II,19 ?,19alpha,ZXIX.GII.R 19 ?,S,None,,,,,,,,,Fo,1010163.525,1911136.868,2469.4,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR19@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,20@b,XIX,II,20 ?,20beta,ZXIX.GII.R 20 ?,S,None,,,,,,,,,Fo,1010273.928,1911100.455,2396.71,1,D:\Base de Donnees\Images\SS_Plan.bmp,D:\Base de Donnees\Images\SS_Image.bmp
19,2,20@a,XIX,II,20 ?,20alpha,ZXIX.GII.R 20 ?,S,None,,,,,,,,,Fo,1010274.591,1911109.736,2400.34,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR20@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,21@a,XIX,II,21 ?,21alpha,ZXIX.GII.R 21 ?,S,None,,,,,,,,,Fo,1010292.476,1911154.437,2408.31,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR21@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,23@a,XIX,II,23 ?,23alpha,ZXIX.GII.R 23 ?,S,None,,,,,,,,,Fo,1010306.077,1911082.542,2389.89,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR23@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,24@a,XIX,II,24 ?,24alpha,ZXIX.GII.R 24 ?,S,None,,,,,,,,,Fo,1010351.15,1911105.044,2386.89,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR24@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,36@b,XIX,II,36 ?,36beta,ZXIX.GII.R 36 ?,S,None,,,,,,,,,Fo,1010172.455,1911290.925,2466.38,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR36@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,35@a,XIX,II,35 ?,35alpha,ZXIX.GII.R 35 ?,S,None,,,,,,,,,Fo,1010251.354,1911289.296,2423.64,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR35@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,33@a,XIX,II,33 ?,33alpha,ZXIX.GII.R 33 ?,S,None,,,,,,,,,Fo,1010255.079,1911274.734,2418.65,5,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR33@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,30@b,XIX,II,30 ?,30beta,ZXIX.GII.R 30 ?,S,None,,,,,,,,,Fo,1010284.543,1911273.379,2407.11,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR30@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,31@a,XIX,II,31 ?,31alpha,ZXIX.GII.R 31 ?,S,None,,,,,,,,,Fo,1010295.042,1911251.704,2397.87,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR31@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,30@a,XIX,II,30 ?,30alpha,ZXIX.GII.R 30 ?,S,None,,,,,,,,,Fo,1010287.93,1911281.168,2406.13,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR30@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,29@a,XIX,II,29 ?,29alpha,ZXIX.GII.R 29 ?,S,None,,,,,,,,,Fo,1010270.319,1911304.537,2415.02,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR29@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,28@a,XIX,II,28 ?,28alpha,ZXIX.GII.R 28 ?,S,None,,,,,,,,,Fo,1010293.021,1911352.562,2401.77,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR28@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,28@b,XIX,II,28 ?,28beta,ZXIX.GII.R 28 ?,S,None,,,,,,,,,Fo,1010288.279,1911353.917,2403.13,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR28@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,27@a,XIX,II,27 ?,27alpha,ZXIX.GII.R 27 ?,S,None,,,,,,,,,Fo,1010333.322,1911342.741,2385.77,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR27@a.jpg,D:\Base de Donnees\Images\SS_Image.bmp
19,2,27@b,XIX,II,27 ?,27beta,ZXIX.GII.R 27 ?,S,None,,,,,,,,,Fo,1010338.402,1911343.08,2383.54,1,D:\Base de Donnees\Images\Images Faces\ZXIX\ZXIXGII\ZXIXGIIR27@b.jpg,D:\Base de Donnees\Images\SS_Image.bmp
